Season,Episode,Time_Stamp,Dialogue,NRC_Sentiment,AFINN_Sentiment,AFINN_Sentiment_Score,BING_Sentiment,Segment,HighControversial,MediumControversial,LowControversial
14,13,00:02:03,"Excuse me, I thought you were helping me find a look that'll let me cling to my youth in my 40s.","anger,anticipation,fear,joy,negative,positive,surprise",Positive,1,Negative,1,0,0,4.76
14,13,00:02:06,"Yes, I'm interested in cheating on my wife in Las Vegas.","disgust,positive,sadness",Positive,3,Negative,1,0,0,0
14,13,00:02:08,"Gentlemen, I think I can help all three of you.",Neutral,Positive,2,Neutral,1,0,0,0
14,13,00:02:15,"Brian, I'm in a bind.",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:02:20,"Joanne was supposed to drive me to the club, but she's having throat surgery. menthol slims.","fear,sadness",Neutral,0,Neutral,1,0,0,12.5
14,13,00:02:22,I don't understand anything you just said.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:02:23,Just drive me to the racquet club.,Neutral,Neutral,0,Neutral,1,0,0,28.57
14,13,00:02:25,Since when do you belong to a racquet club?,Neutral,Neutral,0,Neutral,1,0,0,11.11
14,13,00:02:27,"You know, I do have a life outside this house.",Neutral,Neutral,0,Neutral,1,0,0,10
14,13,00:02:32,"For example, I also write restaurant reviews for the newspaper under the name Hugh Cornwallis.",Neutral,Neutral,0,Neutral,1,0,0,6.67
14,13,00:02:34,"Hugh Cornwallis? He's, like...",Neutral,Positive,2,Positive,1,0,0,0
14,13,00:02:36,"Super bitchy, I know. Now come on, let's go.",Neutral,Positive,3,Positive,1,0,0,0
14,13,00:02:38,"So, what? You're gonna play tennis all day?",Neutral,Neutral,0,Neutral,1,0,0,25
14,13,00:02:43,"No, I might also hit the treadmill and watch Kelly and Michael on mute with closed captioning.","anger,anticipation,fear,negative",Negative,-1,Neutral,1,0,0,5.88
14,13,00:02:49,"It's like kale is everywhere these days, am I right? unintelligible.",negative,Positive,2,Positive,1,0,0,0
14,13,00:02:50,I love them.,"joy,positive",Positive,6,Positive,1,0,0,0
14,13,00:02:52,They have such an amazing chemistry.,Neutral,Positive,4,Positive,1,0,0,0
14,13,00:02:59,Yeah!,Neutral,Positive,1,Neutral,1,0,0,0
14,13,00:03:00,Awesome!,Neutral,Positive,1,Positive,1,0,0,0
14,13,00:03:02,"Peter, will you keep it down?",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:03:03,I'm trying to look at lamps I'll never buy.,"anger,disgust,fear,negative,sadness",Neutral,0,Neutral,1,0,0,0
14,13,00:03:05,"Oh, yeah, sorry.",Neutral,Neutral,0,Negative,1,0,0,0
14,13,00:03:07,Sweet! What are you doing?,"anticipation,joy,positive,surprise,trust",Positive,2,Positive,1,0,0,0
14,13,00:03:10,"Well, I just found out about these things called apps, so that's kind of all I do now.","joy,positive,trust",Positive,2,Positive,1,0,0,11.11
14,13,00:03:12,This one's a cool bowling app I got.,positive,Positive,1,Positive,1,0,0,0
14,13,00:03:15,"Aw, yeah, strike!","anger,negative",Neutral,0,Negative,1,33.33,0,0
14,13,00:03:16,"Peter, your phone's streaming to the TV.",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:03:19,You're clearly watching porn.,"disgust,negative",Positive,1,Positive,1,0,0,0
14,13,00:03:20,Will you turn it off?,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:03:22,"I'm already caught, Lois. I'm gonna finish.",Neutral,Neutral,0,Neutral,1,0,0,14.29
14,13,00:03:23,"Peter, I'm... I'm gonna finish!",Neutral,Neutral,0,Neutral,1,0,0,20
14,13,00:03:25,Just go over there!,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:03:27,"We're gonna be fine, Lois, you and me.",Neutral,Positive,2,Positive,1,0,0,0
14,13,00:03:33,"There you are, Dad.",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:03:35,Where have you been? I haven't seen you in days.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:03:41,"Ugh. I went out of town for a little while, but I made the mistake of using this app called Bear B'n'B.","anger,fear,negative,sadness",Negative,-2,Negative,1,0,0,0
14,13,00:03:42,We're so happy you're staying with us.,"anticipation,joy,positive,trust",Positive,3,Positive,1,0,0,0
14,13,00:03:47,"Just a reminder, we ask that you not use the DVD player, but you can watch any of the VHSs.","anticipation,fear,negative",Neutral,0,Neutral,1,0,0,10
14,13,00:03:49,"We have Clear and Present Danger,","anticipation,fear,joy,negative,positive,sadness,surprise,trust",Negative,-1,Positive,1,0,0,0
14,13,00:03:52,"Son of the Mask... oh, and here's most of a puzzle.",Neutral,Neutral,0,Neutral,1,0,0,9.09
14,13,00:03:53,"Okay, well, I don't want any of that stuff.",Neutral,Positive,1,Positive,1,0,0,0
14,13,00:03:57,"Fine. Well, if the phone rings and we're not around, just take a message.",Neutral,Positive,2,Positive,1,0,0,0
14,13,00:03:58,I'm kind of on vacation.,"anticipation,joy,positive,trust",Positive,2,Neutral,1,0,0,20
14,13,00:04:00,"Oh, and just a heads up, the dog doesn't like men.",Neutral,Positive,2,Positive,1,0,0,9.09
14,13,00:04:03,"Now, we serve breakfast from","negative,positive,trust",Neutral,0,Neutral,1,0,0,0
14,13,00:04:05,I'll skip breakfast.,"anger,disgust,fear,negative,positive,sadness",Neutral,0,Neutral,1,0,0,0
14,13,00:04:07,"Uh, everyone eats breakfast.",positive,Neutral,0,Neutral,1,0,0,0
14,13,00:04:08,I'm on vacation.,"anticipation,joy,positive",Neutral,0,Neutral,1,0,0,0
14,13,00:04:09,All the more reason to treat yourself.,"anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust",Neutral,0,Neutral,1,0,14.29,0
14,13,00:04:13,The house specialty is a half-chewed trout we yanked out of the river with our teeth.,Neutral,Neutral,0,Neutral,1,0,0,6.25
14,13,00:04:15,"Ah, there's the bear stuff.","anger,fear",Neutral,0,Neutral,1,0,0,0
14,13,00:04:23,Where are you going?,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:04:26,"Oh, I'm meeting up with someone from my Grinder app.",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:04:27,Isn't that for anonymous gay hookups?,negative,Neutral,0,Neutral,1,0,0,0
14,13,00:04:30,"No, no, no. This one's a way for guys who enjoy sandwiches to connect.","anticipation,joy,positive,trust",Negative,-1,Positive,1,0,0,7.14
14,13,00:04:34,You Meatballfreak?,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:04:36,Uh-huh.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:04:37,"All right, let's do this.",Neutral,Neutral,0,Positive,1,0,0,0
14,13,00:04:42,Are you also married?,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:04:49,My phone's broken.,"anger,fear,negative,sadness",Negative,-1,Negative,1,0,0,0
14,13,00:04:50,I'm not surprised.,surprise,Neutral,0,Neutral,1,0,0,0
14,13,00:04:53,It's probably because of all those apps you've been downloading.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:04:54,Don't say apps like you're young.,Neutral,Positive,2,Positive,1,0,0,0
14,13,00:04:56,"No, I took it in the shower",Neutral,Negative,-1,Neutral,1,0,0,0
14,13,00:04:57,'cause I didn't know you could pause a game.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:04:59,"Here, Chris. Your first cell phone!",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:05:00,Yay!,Neutral,Neutral,0,Positive,1,0,0,0
14,13,00:05:02,Something my dad held in the bathroom!,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:05:04,"You know, Chris, you could probably salvage that phone.",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:05:06,"If you put it in a bag of uncooked rice, it'll dry out.",Neutral,Neutral,0,Neutral,1,0,0,7.69
14,13,00:05:09,Really?,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:05:12,Yeah. And then you can use the rice to pretend someone wanted to marry you.,"anticipation,fear,joy,negative,positive,surprise,trust",Neutral,0,Negative,1,0,0,0
14,13,00:05:14,"Ladies and gentlemen,",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:05:15,Mr. and Mrs. Dog and Meg the Bounty Hunter!,"anticipation,fear,joy,negative,positive,sadness,trust",Neutral,0,Neutral,1,0,0,0
14,13,00:05:27,Holy moley!,positive,Neutral,0,Positive,1,0,0,0
14,13,00:05:29,Marcy Miller!,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:05:32,"She bought feminine products at my dad's pharmacy, so you know she's up and running.",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:05:34,"Yeah, I wish I had the guts to talk to her.",positive,Positive,2,Neutral,1,0,0,0
14,13,00:05:37,Talk to her?,positive,Neutral,0,Neutral,1,0,0,0
14,13,00:05:38,"Chris, no one talks to each other anymore.",Neutral,Negative,-1,Neutral,1,0,0,0
14,13,00:05:41,"If you want to get a girl's attention, you text her a picture of your penis.",positive,Positive,1,Neutral,1,0,0,6.25
14,13,00:05:43,What? Really?,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:05:45,"Are-Are you sure? Oh, yeah.",Neutral,Positive,1,Neutral,1,0,0,0
14,13,00:05:48,People who send their daughters to public high schools are basically asking for this.,"anticipation,positive",Neutral,0,Neutral,1,0,7.14,0
14,13,00:05:49,"Well, I did just get this new phone from my dad.",Neutral,Neutral,0,Positive,1,0,0,0
14,13,00:05:56,"All right, what could go wrong?",negative,Negative,-2,Positive,1,0,0,0
14,13,00:05:58,It worked out great for...,Neutral,Positive,3,Positive,1,0,0,0
14,13,00:06:11,"Ah. This is it, Bri.",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:06:13,The Quahog Racquet Club.,Neutral,Neutral,0,Neutral,1,0,0,25
14,13,00:06:15,Where frail old men come to weigh themselves in the nude.,"anticipation,trust",Neutral,0,Negative,1,0,0,9.09
14,13,00:06:18,Does that say 84 or 85?,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:06:22,It says 63.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:06:24,"Oh, dear.",positive,Positive,18,Neutral,1,0,0,0
14,13,00:06:25,How'd you get all those cuts on your butt?,negative,Negative,-1,Neutral,1,11.11,0,0
14,13,00:06:29,"Wow, they allow drinking here at 10:30 in the morning?",negative,Positive,5,Positive,1,0,0,9.09
14,13,00:06:32,"Oh, yes, half the bathroom trash is thrown-up scrambled eggs.","disgust,negative,sadness",Positive,1,Negative,1,0,0,10
14,13,00:06:36,"Okay, so this place has hot women, morning booze and free vomit?","anger,disgust,negative",Positive,1,Positive,1,0,0,8.33
14,13,00:06:39,Maybe I'll join you. You don't play tennis.,"anger,disgust,fear,negative,positive,sadness",Positive,1,Neutral,1,0,0,12.5
14,13,00:06:41,What are you talking about? I'm a great tennis player.,negative,Positive,3,Positive,1,0,0,10
14,13,00:06:43,"You are? Well, that's perfect.","anticipation,joy,positive,trust",Positive,3,Positive,1,0,0,0
14,13,00:06:46,"There's a doubles tournament coming up, and I could really use a partner.","anticipation,positive",Neutral,0,Neutral,1,0,0,0
14,13,00:06:47,"Well, you found him!","joy,positive,trust",Neutral,0,Positive,1,0,0,0
14,13,00:06:48,"All right, all right, I suppose we can make this work.",Neutral,Neutral,0,Positive,1,0,0,9.09
14,13,00:06:52,Like that actress from Rizzoli & Isles and her husband do.,Neutral,Positive,2,Positive,1,0,0,10
14,13,00:06:56,"Honey, I thought we could do a little role-playing tonight.","anticipation,positive",Neutral,0,Neutral,1,0,0,10
14,13,00:06:57,"Oh, yeah? What'd you have in mind?",Neutral,Positive,1,Neutral,1,0,0,14.29
14,13,00:06:59,Maybe I could be my character from the show.,trust,Neutral,0,Neutral,1,0,0,0
14,13,00:07:02,Oh! Yeah!,Neutral,Positive,1,Neutral,1,0,0,0
14,13,00:07:03,From the show!,trust,Neutral,0,Neutral,1,0,0,0
14,13,00:07:04,Sure.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:07:05,"Um... oh, no!",Neutral,Negative,-1,Neutral,1,0,0,0
14,13,00:07:07,It's the... law enforcement woman.,"negative,trust",Neutral,0,Neutral,1,40,0,0
14,13,00:07:09,Part of that great team of Rizzoli and Isles.,trust,Positive,3,Positive,1,0,0,11.11
14,13,00:07:12,"You don't know what part I play, do you?",Neutral,Neutral,0,Neutral,1,0,0,22.22
14,13,00:07:14,"Hey, look, you didn't marry me because of my brains.","anticipation,fear,joy,positive,surprise,trust",Neutral,0,Neutral,1,0,0,0
14,13,00:07:18,You married me because I play one of the main bad guys in Blue Bloods.,"anger,disgust,fear,negative,positive,sadness",Negative,-3,Negative,1,0,0,26.67
14,13,00:07:20,Now let's just stop talking and have idiot actor sex.,"anticipation,disgust,joy,negative,positive,trust",Negative,-4,Negative,1,10,0,0
14,13,00:07:27,"Thank you for coming, Mr. and Mrs. Griffin.",anticipation,Positive,4,Positive,1,0,0,0
14,13,00:07:31,"We've got a bit of a situation, which is why I've asked Officer Swanson to join us.","positive,trust",Positive,1,Neutral,1,0,0,5.88
14,13,00:07:35,It appears Chris sent an inappropriate photo of himself to one of his classmates.,"anger,disgust,negative,sadness",Neutral,0,Negative,1,0,0,0
14,13,00:07:37,That's right.,Neutral,Neutral,0,Positive,1,0,0,0
14,13,00:07:38,He texted a picture of his peenie.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:07:40,"Oh, my God!","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
14,13,00:07:45,"And apparently the girl... Oh, thank God. ...he sent it to doesn't like him back, so she turned him in.","anticipation,fear,joy,positive,trust",Positive,5,Positive,1,0,0,5
14,13,00:07:49,"Okay, I can see everybody's mad, but... what'd you think?","anger,disgust,fear,negative,sadness",Negative,-3,Negative,1,0,0,0
14,13,00:07:52,"Thank you for bringing this to our attention, Principal Shepherd.","positive,trust",Positive,2,Positive,1,0,0,10
14,13,00:07:56,We'll make sure Chris apologizes to that little knob-tease.,Neutral,Negative,-1,Negative,1,0,0,11.11
14,13,00:07:57,"I'm sorry, Lois, but it's not that simple.",Neutral,Negative,-1,Negative,1,0,0,0
14,13,00:08:01,"When Chris sent that picture, he was technically distributing child pornography.","anticipation,disgust,joy,negative,positive",Neutral,0,Neutral,1,0,0,0
14,13,00:08:05,Child pornography?!,"anticipation,disgust,joy,negative,positive",Neutral,0,Neutral,1,0,0,0
14,13,00:08:07,"Joe, that's crazy!","anger,fear,negative,sadness",Negative,-2,Negative,1,0,0,0
14,13,00:08:08,He's just a teenager who made a bad choice.,"anger,disgust,fear,negative,positive,sadness",Negative,-3,Negative,1,0,0,0
14,13,00:08:14,"I don't know what to say, but the laws just haven't caught up to how cool kids are now.",positive,Positive,1,Positive,1,5.26,0,0
14,13,00:08:15,"I'm sorry, but this makes Chris a sex offender.","anger,anticipation,disgust,fear,joy,negative,positive,sadness,trust",Negative,-3,Negative,1,11.11,0,11.11
14,13,00:08:18,"Oh, my God!","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
14,13,00:08:19,Huh.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:08:23,"Well, I'm not about to make a Batman exit right now, but has that thing always been over there?",Neutral,Neutral,0,Positive,1,0,0,10.53
14,13,00:08:26,Over where?,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:08:27,"What are you doing, Peter?",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:08:28,"Ah, you looked back too fast.",Neutral,Neutral,0,Positive,1,0,0,0
14,13,00:08:36,"Good afternoon, I'm Tom Tucker.","anticipation,joy,positive,surprise,trust",Positive,24,Positive,1,0,0,20
14,13,00:08:38,"Today, we bring you a disturbing case of child pornography.","anticipation,disgust,fear,joy,negative,positive,sadness",Negative,-2,Negative,1,0,0,0
14,13,00:08:50,"Local teenage scumbag Chris Griffin, whose name will be omitted here, was caught sending, quote-unquote, graphic selfies of his hog-- not sure where that quote is from-- to another underage student.","anticipation,disgust,negative,positive,surprise",Negative,-4,Neutral,1,0,0,3.23
14,13,00:08:51,"Coming up next, teleprompter guy puts the period in a weird.","anticipation,disgust,negative",Negative,-2,Negative,1,0,0,18.18
14,13,00:08:55,Place.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:08:57,"Oh, this is awful.","anger,disgust,fear,negative,sadness",Negative,-15,Negative,1,0,0,0
14,13,00:08:58,Now everyone in town knows I'm a sex offender!,"anger,anticipation,disgust,fear,joy,negative,positive,sadness,trust",Negative,-2,Negative,1,11.11,0,0
14,13,00:09:01,"We know you didn't mean any harm, Chris.","fear,negative",Negative,-2,Negative,1,0,0,0
14,13,00:09:03,We're just living in a different time.,anticipation,Neutral,0,Neutral,1,0,0,14.29
14,13,00:09:06,"When I was your age, boys used to just whip it out on the bus.","anger,negative",Neutral,0,Neutral,1,0,0,13.33
14,13,00:09:08,Can't I just go on the news and tell everyone I'm sorry?,Neutral,Negative,-1,Negative,1,8.33,0,0
14,13,00:09:15,"Oh, I wish you could, sweetie, but the law says that, as a sex offender, you have to complete a rehabilitation course.","anger,anticipation,disgust,fear,joy,negative,positive,sadness,trust",Negative,-1,Negative,1,9.09,0,0
14,13,00:09:17,"Oh, that sounds awful.","anger,disgust,fear,negative,sadness",Negative,-3,Negative,1,0,0,0
14,13,00:09:19,"Eh, can't be any worse than our trip to Hawaii.","fear,negative,sadness,surprise",Negative,-3,Negative,1,0,0,10
14,13,00:09:22,"Okay, before you do anything else,",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:09:37,"I'm deathly allergic to pineapple, pork, rum, macadamia nuts, stupid tiny guitars, overpriced golf, sentimental military stuff, lava, people who I can't tell are black or Asian, apostrophes, anyone twirling flames, second weddings and linen pants.","anger,disgust,fear,negative,positive,sadness",Negative,-7,Negative,1,2.78,0,0
14,13,00:09:39,Is there anything you're not allergic to?,Neutral,Negative,-2,Negative,1,0,0,0
14,13,00:09:41,"Yeah, the Epcot Center.","positive,trust",Positive,1,Neutral,1,0,0,0
14,13,00:09:42,Where I wanted to go.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:09:48,"Good evening, I'm Glenn Quagmire, your instructor.","anticipation,disgust,joy,negative,positive,surprise,trust",Positive,3,Positive,1,0,0,14.29
14,13,00:09:51,Everyone look to your left.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:09:52,Now look to your right.,Neutral,Neutral,0,Positive,1,0,0,0
14,13,00:09:55,"All of you are sex offenders, and statistically you will all be here again.","anticipation,joy,positive,trust",Neutral,0,Neutral,1,7.14,0,0
14,13,00:09:58,Because this has never worked in the history of doing this.,Neutral,Neutral,0,Positive,1,0,0,0
14,13,00:10:01,"Now, today, we have a new member-- giggity-- Chris G.",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:10:04,"Hi, Chris.",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:10:08,"All right, before we begin, whoever's driving a windowless van painted like an ice cream truck, your lights are on.","anticipation,joy,positive,surprise,trust",Positive,2,Positive,1,0,0,5
14,13,00:10:14,"Okay, next, let's take a few minutes to talk about our new, fake interests.","negative,positive",Negative,-2,Negative,1,0,0,7.14
14,13,00:10:16,Here's a clay pot I made.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:10:18,I've started following girls' field hockey.,Neutral,Neutral,0,Neutral,1,0,0,33.33
14,13,00:10:20,"No, come on.",Neutral,Negative,-1,Neutral,1,0,0,0
14,13,00:10:21,You're supposed to pick from the list.,positive,Neutral,0,Neutral,1,0,0,14.29
14,13,00:10:23,"Mr. Quagmire, this is terrible.","anger,disgust,fear,negative,sadness",Negative,-3,Negative,1,0,0,0
14,13,00:10:25,And do I really have to be here?,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:10:27,"Well, the law does give you a choice.","positive,trust",Neutral,0,Positive,1,12.5,0,0
14,13,00:10:29,This or chemical castration.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:10:33,What's that? You take a ton of pills that completely wipe out all sexuality.,positive,Neutral,0,Neutral,1,0,0,0
14,13,00:10:34,"Oh, is that what Michael Moore did?",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:10:36,"No, but I understand why you'd think that.",Neutral,Negative,-1,Neutral,1,0,0,0
14,13,00:10:38,"Now, do you want to see the list?",Neutral,Positive,1,Neutral,1,0,0,0
14,13,00:10:40,I could take a whack at hand-distressing furniture.,negative,Negative,-2,Negative,1,0,0,0
14,13,00:10:42,We don't say whack.,negative,Neutral,0,Neutral,1,0,0,0
14,13,00:10:59,"Very good, Stewie.","anticipation,joy,positive,surprise,trust",Positive,3,Positive,1,0,0,0
14,13,00:11:00,You grunt like a Hungarian lesbian.,Neutral,Positive,2,Positive,1,0,0,0
14,13,00:11:02,"Thanks, Dimitri.",Neutral,Positive,2,Neutral,1,0,0,0
14,13,00:11:03,"And, uh, your testicle's hanging out of your shorts again.","anger,disgust,fear,negative,sadness",Neutral,0,Neutral,1,0,0,0
14,13,00:11:06,I am cooling it.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:11:07,But where is this partner of yours?,positive,Neutral,0,Neutral,1,0,0,0
14,13,00:11:09,I don't know. He was supposed to be here 15 minutes ago.,Neutral,Neutral,0,Neutral,1,0,0,8.33
14,13,00:11:12,You're right.,Neutral,Neutral,0,Positive,1,0,0,0
14,13,00:11:15,"So, anyway, my ex said, If you bring home one more tennis trophy,","anticipation,joy,positive,surprise,trust",Neutral,0,Positive,1,0,0,0
14,13,00:11:17,I am out of here.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:11:18,"Well, she was gone in two days.",Neutral,Neutral,0,Positive,1,0,0,0
14,13,00:11:23,"Oh, Brian. O'Brien? That's my Irish cousin.",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:11:28,What are you doing?!,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:11:29,We're supposed to be practicing for the tournament.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:11:32,"Stewie, relax. I promise we'll practice, but we just ordered bisque.","joy,positive,trust",Positive,1,Positive,1,0,0,9.09
14,13,00:11:34,How are you paying for that?,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:11:37,"Well, if you must know, we're putting it on Philippa's husband's account.",trust,Neutral,0,Positive,1,0,8.33,0
14,13,00:11:38,Does Burt know about this?,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:11:40,He would if he wasn't working all the time.,"anticipation,positive",Neutral,0,Neutral,1,0,0,11.11
14,13,00:11:42,"Thank you, Brian.",Neutral,Positive,18,Positive,1,0,0,0
14,13,00:11:44,"Now, come on, let's have more hard liquor and creamy soups.","anger,joy,negative,sadness",Negative,-1,Negative,1,0,0,0
14,13,00:11:47,Ugh.,Neutral,Neutral,0,Negative,1,0,0,0
14,13,00:11:52,"Meg, can you hand me the paper plates?",Neutral,Neutral,0,Neutral,1,0,0,12.5
14,13,00:11:56,I can't believe we're having an ice cream cake to celebrate Chris graduating from sex offender school.,"anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust",Positive,1,Positive,1,11.76,0,5.88
14,13,00:12:01,"Well, the opportunities to celebrate don't come often in this household.",positive,Positive,5,Positive,1,0,0,0
14,13,00:12:03,"There he is, Mr. Former Sex Offender.","anger,anticipation,disgust,fear,joy,negative,positive,sadness,trust",Negative,-2,Negative,1,14.29,0,0
14,13,00:12:06,"Mom, it's not that big a deal.","anticipation,joy,positive,surprise,trust",Positive,1,Neutral,1,0,0,0
14,13,00:12:08,All I did was finish those creepy classes.,Neutral,Neutral,0,Negative,1,0,0,12.5
14,13,00:12:10,"I know, but now your record is clear.",Neutral,Positive,1,Positive,1,0,0,0
14,13,00:12:15,You can go back to being a normal boy and put all this behind you.,Neutral,Neutral,0,Neutral,1,0,0,13.33
14,13,00:12:16,"Hey, Chris, wait till you see the funny thing","anticipation,negative",Positive,4,Negative,1,0,0,22.22
14,13,00:12:20,"I had 'em put on your cake. Happy sixth birthday, Timmy?","anticipation,joy,positive,surprise,trust",Positive,3,Positive,1,0,0,9.09
14,13,00:12:24,"Uh-oh, they must have mixed them up. Nice crank, you dirty little bastard?","disgust,negative,sadness",Negative,-4,Positive,1,0,0,0
14,13,00:12:27,"Sorry, I'll take that.","anger,disgust,fear,negative,sadness",Negative,-1,Negative,1,0,0,0
14,13,00:12:28,Here's your cake. I ate a great deal of it.,"anticipation,joy,positive,surprise,trust",Positive,3,Positive,1,0,0,0
14,13,00:12:35,"Oh, there you are.",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:12:37,How was your first day out of rehab?,Neutral,Neutral,0,Neutral,1,0,0,12.5
14,13,00:12:38,It was terrible.,"anger,disgust,fear,negative,sadness",Negative,-6,Negative,1,0,0,0
14,13,00:12:40,Taking that class made no difference.,Neutral,Negative,-1,Neutral,1,0,16.67,0
14,13,00:12:42,Nobody wants anything to do with me.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:12:44,"Hi, Mr. Herbert.",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:12:45,"Oh, my God.","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
14,13,00:12:46,"Children, run!",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:12:47,It's that pervert!,"anger,disgust,negative",Neutral,0,Negative,1,0,0,0
14,13,00:12:48,Everybody into my safety basement!,Neutral,Positive,1,Neutral,1,0,0,0
14,13,00:12:51,"Oh! Oh, that was a bad snap.","anger,disgust,fear,negative,sadness",Negative,-3,Negative,1,0,0,0
14,13,00:12:53,"I'm hurt, kids!","anger,fear,negative,sadness",Negative,-2,Negative,1,0,0,0
14,13,00:12:55,Don't eat those popsicles till I get down there!,positive,Neutral,0,Neutral,1,0,0,0
14,13,00:13:02,"Well, I'm glad we're finally getting some practice in.","anticipation,disgust,joy,positive,surprise,trust",Positive,3,Positive,1,0,0,11.11
14,13,00:13:06,"Yeah, nothing like running around after eating a seafood tower.",positive,Positive,3,Positive,1,0,0,0
14,13,00:13:09,What are you doing here?,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:13:10,You're supposed to be at the baseline.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:13:12,"Yeah, baseline, baseline.",Neutral,Positive,1,Neutral,1,0,0,0
14,13,00:13:13,"Right, right. He's serving to you.",Neutral,Neutral,0,Positive,1,0,0,0
14,13,00:13:15,Get back there!,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:13:22,"You've never played tennis, have you?",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:13:24,"Not once. Damn it, Brian!","anger,disgust,negative",Negative,-4,Negative,1,0,0,0
14,13,00:13:27,I entered us in that tournament because you said you could play!,Neutral,Neutral,0,Neutral,1,0,0,8.33
14,13,00:13:29,"And I will not be humiliated in front of shallow, rich alcoholics!",Neutral,Negative,-1,Negative,1,0,0,0
14,13,00:13:36,"Hey, Chris.",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:13:40,I see you walked across the grass again instead of using the walk.,Neutral,Neutral,0,Neutral,1,0,0,7.69
14,13,00:13:41,"You're really wearing a path, aren't you?",Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:13:43,We call that Chris's Trail.,Neutral,Neutral,0,Neutral,1,0,0,20
14,13,00:13:44,Right there.,Neutral,Neutral,0,Positive,1,0,0,0
14,13,00:13:45,Chris's Trail.,Neutral,Neutral,0,Neutral,1,0,0,0
14,13,00:13:51,"Mr. Quagmire, I completed that sex rehab and I paid my debt to society, but people are still afraid of me, like I'm some kind of creep.","anticipation,disgust,fear,joy,negative,positive,sadness,trust",Neutral,0,Negative,1,11.11,0,3.7
